center,left,right,steering,throttle,brake,speed
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_53_912.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_53_912.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_53_912.jpg,0,0.1871274,0,21.93624
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_53_991.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_53_991.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_53_991.jpg,0,0.1677993,0,21.93339
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_065.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_065.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_065.jpg,0,0.1484336,0,21.90818
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_137.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_137.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_137.jpg,0,0.09037393,0,21.83184
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_210.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_210.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_210.jpg,0,0.07104581,0,21.99564
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_288.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_288.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_288.jpg,0,0.06136293,0,21.88287
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_360.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_360.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_360.jpg,0,0.06136293,0,21.7726
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_449.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_449.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_449.jpg,0,0.07104581,0,21.65876
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_539.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_539.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_539.jpg,0,0.07104581,0,21.25903
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_615.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_615.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_615.jpg,0,0.06136293,0,21.14927
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_689.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_689.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_689.jpg,0,0.06136293,0,21.34084
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_775.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_775.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_775.jpg,0,0.06136293,0,20.92392
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_847.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_847.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_847.jpg,0,0.06136293,0,21.12455
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_54_925.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_54_925.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_54_925.jpg,0,0.07104581,0,21.01645
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_000.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_000.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_000.jpg,0,0.07104581,0,20.91398
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_077.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_077.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_077.jpg,0,0.06136293,0,20.81429
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_148.jpg,0,0.06136293,0,20.4371
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_228.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_228.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_228.jpg,0,0.06136293,0,20.33307
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_296.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_296.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_296.jpg,0,0.06136293,0,20.219
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_370.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_370.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_370.jpg,0,0.05168004,0,20.44466
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_444.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_444.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_444.jpg,0,0.03235195,0,20.32652
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_527.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_527.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_527.jpg,0,0.05168004,0,20.20712
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_600.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_600.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_600.jpg,0,0.03235195,0,20.09819
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_674.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_674.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_674.jpg,0,0.03235195,0,19.97176
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_743.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_743.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_743.jpg,0,0.03235195,0,19.53714
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_813.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_813.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_813.jpg,0,0.03235195,0,19.41151
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_892.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_892.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_892.jpg,0,0.01298618,0,19.28182
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_55_962.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_55_962.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_55_962.jpg,0,0.02266906,0,19.53608
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_036.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_036.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_036.jpg,0,0.02266906,0,19.4094
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_103.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_103.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_103.jpg,0,0.02266906,0,18.91446
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_173.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_173.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_173.jpg,0,0.02266906,0,18.76904
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_247.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_247.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_247.jpg,0,0.02266906,0,19.10105
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_318.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_318.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_318.jpg,0,0.03235195,0,18.97702
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_387.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_387.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_387.jpg,0,0.07104581,0,18.44637
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_459.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_459.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_459.jpg,0,0.06136293,0,18.35614
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_531.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_531.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_531.jpg,0,0.06136293,0,18.752
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_602.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_602.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_602.jpg,0,0.06136293,0,18.66352
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_680.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_680.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_680.jpg,0,0.06136293,0,18.57567
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_754.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_754.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_754.jpg,0,0.05168004,0,18.48642
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_825.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_825.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_825.jpg,0,0.03235195,0,17.91686
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_893.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_893.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_893.jpg,0,0.03235195,0,17.7974
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_56_963.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_56_963.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_56_963.jpg,0,0.02266906,0,18.20523
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_042.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_042.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_042.jpg,0,0.02266906,0,18.08377
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_115.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_115.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_115.jpg,0,0.03235195,0,17.96291
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_189.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_189.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_189.jpg,0,0.02266906,0,17.36912
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_265.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_265.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_265.jpg,0,0.03235195,0,17.25054
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_349.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_349.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_349.jpg,0.109702,0.03235195,0,17.13178
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_421.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_421.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_421.jpg,0.1290678,0.07104581,0,17.04051
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_490.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_490.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_490.jpg,0.1290678,0.09037393,0,17.49498
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_561.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_561.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_561.jpg,0.1387507,0.09037393,0,17.44199
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_633.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_633.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_633.jpg,0.1290678,0.1194226,0,17.39824
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_716.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_716.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_716.jpg,0,0.1484336,0,17.38298
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_788.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_788.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_788.jpg,0,0.1484336,0,16.90014
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_861.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_861.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_861.jpg,0,0.1581164,0,16.90437
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_57_932.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_57_932.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_57_932.jpg,0,0.1484336,0,17.41174
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_006.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_006.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_006.jpg,0,0.1581164,0,17.42436
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_077.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_077.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_077.jpg,0.0129485,0.1387507,0,17.43023
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_148.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_148.jpg,0.04199716,0.1387507,0,16.92814
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_220.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_220.jpg,0.03231427,0.1484336,0,16.92348
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_292.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_292.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_292.jpg,0.04199716,0.1581164,0,17.42573
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_364.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_364.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_364.jpg,0.04199716,0.1484336,0,17.43524
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_435.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_435.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_435.jpg,0.03231427,0.1581164,0,17.44478
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_512.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_512.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_512.jpg,0.04199716,0.1677993,0,17.46371
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_583.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_583.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_583.jpg,0.06132526,0.1581164,0,16.99274
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_660.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_660.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_660.jpg,0.1290678,0.1581164,0,17.00238
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_730.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_730.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_730.jpg,0.1580788,0.1484336,0,17.49564
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_807.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_807.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_807.jpg,0.2258213,0.1484336,0,17.48585
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_874.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_874.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_874.jpg,0.3225748,0.1484336,0,17.46529
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_58_943.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_58_943.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_58_943.jpg,0.3515857,0.1581164,0,16.97275
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_012.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_012.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_012.jpg,0.3419029,0.1581164,0,17.44699
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_079.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_079.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_079.jpg,0.3419029,0.1581164,0,17.45589
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_151.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_151.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_151.jpg,0.3419029,0.1677993,0,16.98692
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_223.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_223.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_223.jpg,0.3419029,0.1871274,0,17.02846
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_291.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_291.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_291.jpg,0.3419029,0.1871274,0,17.53932
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_364.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_364.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_364.jpg,0.1290678,0.2838809,0,17.61658
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_436.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_436.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_436.jpg,0,0.4193283,0,17.82353
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_506.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_506.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_506.jpg,0,0.4290112,0,17.66618
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_574.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_574.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_574.jpg,0,0.4193283,0,17.91989
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_643.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_643.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_643.jpg,0,0.4193283,0,18.45241
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_714.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_714.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_714.jpg,0,0.3903174,0,18.7067
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_781.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_781.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_781.jpg,0.03231427,0.3032467,0,18.50504
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_849.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_849.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_849.jpg,0.1580788,0.2064932,0,18.91663
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_917.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_917.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_917.jpg,0.1580788,0.2161761,0,18.96582
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_05_59_986.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_05_59_986.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_05_59_986.jpg,0.1580788,0.2355042,0,18.62156
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_056.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_056.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_056.jpg,0.1580788,0.2161761,0,18.67947
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_126.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_126.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_126.jpg,0.1580788,0.2161761,0,19.10892
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_196.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_196.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_196.jpg,0.1580788,0.2451871,0,19.17872
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_265.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_265.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_265.jpg,0.1580788,0.2451871,0,18.87287
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_336.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_336.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_336.jpg,0.1580788,0.2451871,0,18.95756
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_06_00_405.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_06_00_405.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_06_00_405.jpg,0.1580788,0.2451871,0,19.37734
